cluster_id,item_id,x,y,item_name
11,2587,-0.3306169641297955,-0.6383457285835986,radioshack
11,8558,2.030842311380895,-2.519623441119514,woulda coulda shoulda massage
11,33377,1.519198986680238,1.5345066880769584,marriott marble & granite
11,34042,1.6208226443135996,2.4088422975320447,residence inn-loveland
11,35048,1.6103587861537532,2.40008914157388,residence inn-boulder
11,35132,1.5541011169775485,-1.0400664275497635,rah staffing
11,37241,1.7371141936301633,1.1982396744974175,province gas & convenience str
11,37452,-1.5906516027581044,0.9832435906090352,eaton commodities
11,38450,-0.2079137689062001,-3.0785173730481636,genentech
11,38451,-0.2087266061848828,-3.0776947958510883,genentech
11,38452,-0.19852667096129906,-3.0796269989693927,genentech
11,39674,2.248600205359627,0.6009136845662797,aeropostale
11,40503,2.271718630608753,-2.537821018898551,massage envy longmont
11,47581,-3.883470800999441,-0.4699875485246598,hotchkiss conoco
11,47654,-3.8674785645190113,-0.4750073309489918,ault conoco
11,47787,1.6095644259324513,1.103479009863881,alta convenience
11,47866,-3.847643370140735,-0.5172352971323025,flatiron conoco
11,47876,-3.929575911675161,-0.4162587810288804,gilcrest conoco
11,47877,-3.9259887577006634,-0.41261443708705176,gilcrest conoco
11,47959,-0.9396168633124196,0.6706887599412097,konvenience korner
11,47969,-3.9277418937986295,-0.4436317099738966,society conoco
11,47998,-3.8857430412231753,-0.4194662444985477,erie conoco
11,48033,-3.9208978034853934,-0.4561007361823719,heritage conoco
11,48059,-3.798614934171969,-0.5389581095416637,rifle conoco
11,48077,-3.5745678804109327,-0.6034742913833029,williams village shortstop
11,48198,-3.8733539983970537,-0.4120528876539237,garfield conoco
11,48228,-1.2504308050466761,-0.035960751311651364,"kathy & johnny, inc"
11,48233,-3.8019569484585634,-0.5254179019802793,bonnie brae conoco
11,48236,-3.925967106981061,-0.4126186523225846,woodmoore conoco
11,48297,-3.8448268705138253,-0.5125086380714347,empire conoco
11,48302,-3.8982817563716914,-0.472465496465703,mv conoco
11,48311,-3.891322951435424,-0.3786975089521599,conoco ridgway
11,48312,-3.9046792126726126,-0.4541885726058783,ridgway conoco
11,48413,-3.8400780854293854,-0.3402010696391859,speer & zuni conoco
11,48415,-3.9258837247744514,-0.41273281148275504,silco conoco
11,48428,-3.9207626562858566,-0.456203230996339,yosemite conoco
11,48439,-3.889178578770789,-0.41914895686681375,mnm conoco
11,50143,-0.03856830540643657,0.09336918282811353,neville insurance
11,50417,-0.879576149291068,0.05890422352152585,deutsche lufthansa
11,51623,-0.2585037417989692,1.2372677029531385,luna company
11,61065,1.7102358718359028,1.553663461260892,putney enterprises inc
11,62098,-0.3966622181308995,-0.7429692542221127,koch exploration
11,62405,1.2455454843150473,1.5326024138178551,echostar acquisition l.l.c.
11,64225,-0.7055485798151397,-1.1032766769662083,private financial service chery
11,65588,-0.489828233635403,-2.033038574131965,plum television
11,78625,-3.1239328347726025,0.25380762401003504,thomas wallace
11,88258,-0.8558140837864473,0.4339108036179771,sartorius tcc
11,98456,1.0758717258791444,-1.1512229776647307,qwest foundation
11,98842,1.6371410430797129,-0.6829364054127631,cherry creek group-thrivent
11,103250,2.7088170500379563,-1.1734258171861087,archivers
11,108901,1.5473260167045582,1.5570548837425469,ralston ace hardware
11,111675,1.503249424164227,1.020858911556115,valero speedy mart
11,113116,-2.0063549121055124,-1.7794008040627822,beatport
11,116246,-0.3631415487099083,-0.5203637482084575,vail resorts management company
11,117570,0.3049782958989917,2.3540989756148987,lallier pharmacy
11,121148,0.5955588333425171,-0.5174806436417693,sterling house of littleton
11,126275,-0.5831404985458618,-4.070863553685418,ciber
11,126276,-0.5831404886617894,-4.07086355863249,ciber
11,126277,-0.5831404981718126,-4.0708635593669715,ciber
11,126278,-0.5831404996020191,-4.0708635541881915,ciber
11,126279,-0.5831404823953582,-4.070863560035601,ciber
11,126280,-0.5835937018203327,-4.073991539248021,ciber
11,126281,-0.5831404951159735,-4.070863556667775,ciber
11,126282,-0.5834574751626159,-4.0739027930986484,ciber
11,126283,-0.5834710605992361,-4.073450100716421,ciber
11,126284,-0.5834635968295143,-4.073901011132847,ciber
11,126285,-0.5837433069164313,-4.073612778984315,ciber
11,126286,-0.5837456426411289,-4.0736074915888425,ciber
11,126287,-0.5834018851396552,-4.071144733362006,ciber
11,126288,-0.5837559152480896,-4.073695241624187,ciber
11,126293,-0.5835837327021541,-4.074617782803389,ciber
11,129244,-3.389970178845464,-0.7222765871179023,shortstop arapahoe
11,130572,1.5868845406766998,1.10440735091439,elizabeth convenience
11,130782,1.591430146630585,1.1096362200542254,bryant convenience
11,131683,-0.532406792762809,-0.2780775565628251,mesa verde aramark
11,132141,-1.5642090561124329,-2.42763913121588,usaf academy osi
11,132142,-1.5794855263950682,-2.4541843991467207,usaf academy osi
11,132290,-1.5642610739213587,-2.4274213129855915,usaf academy osi
11,134840,-2.065987585861888,2.2956607489119962,dejour energy
11,136818,-0.047062263500542635,-0.7909109571994244,sparkfun
11,137174,0.010731599718692884,1.358682877072355,olinger hampden mortuary
11,141335,-1.292693599668058,0.039799323860124185,pearson promotions
11,141355,0.20878803371729515,-0.09560196042651753,erth
11,141946,1.6698316486705431,0.6574499060742086,jiberish
11,142607,-0.12206540315337512,-2.1673169586338203,albertsons rocky mountain div
11,147331,1.2559878516346494,2.0741849532419017,enterprise rac
11,165129,0.9412700459389932,1.171884554447789,verio
11,168968,1.5855216078774532,-0.15103314273960905,gaiam
11,172059,0.3906186746857113,-0.13188574817696858,sunpro
11,173123,0.333224768414649,-1.3893944225453718,monet const & renov
