cluster_id,item_id,x,y,z,item_name
42,3950,1.0314601785980109,0.6289506298211545,3.80271292115998,"envestnet asset management, inc"
42,3954,1.1925936487581612,0.4191096738753579,3.75547039559072,portfolio management consultants inc
42,22579,2.6883181599788006,-1.6105506790925057,1.891992704786552,twin groves investments llc
42,40692,0.6107212557615727,1.8901737789009083,1.4911178262941047,core site realty corporation
42,40745,1.0698040841851582,1.6906458512011977,3.7517765748777343,cut water asset management corporation
42,42686,1.3616321113736425,-2.334111316810601,1.899708184784921,"lcap investments, llc"
42,53722,0.3967308288286172,3.841258998152772,-2.7345303210399474,western union co.
42,53723,0.40920493208272296,3.8390669474755073,-2.7269365875196803,western union company
42,53725,0.3480450891092713,3.851853676670213,-2.7538377164675154,western union co/the
42,64203,-1.6336338761773967,3.7132943638788904,-1.6234245328943926,us bank home mortgages
42,64228,-4.1789206191723975,-3.06752976545096,-0.7933318862503376,weststar bank
42,66523,1.702006468688336,1.4061268438550265,-0.6816504767836591,"wealth concepts, llc"
42,68016,-3.5013292358384187,-1.1367130683994044,-3.3000499084991937,north american group holdings ltd
42,69381,0.7566460771949831,-3.4076071444722915,1.7062145645852456,p & d investments & leasing lp
42,70450,0.15809954864984435,-4.0491343885721545,-1.9428828033218017,dps credit union
42,73314,0.4577744629113773,1.1263979872116592,0.3921405327736258,"mountainview capital holdings, llc"
42,93943,-2.4109618827697616,2.627209645838216,-2.02912451847481,coldwell banker mountain properties
42,96091,2.6950575184685786,-0.8386269288490859,4.092987024513528,janus capital group inc
42,96092,3.253942596880766,0.8787640561725832,3.5793671749924814,janus funds
42,96095,2.747379654434778,-0.7925831621953691,4.008064840267063,"janus capital group, inc"
42,113596,-1.5183130541514471,3.6643416546819987,-1.4844578333696652,guaranteed rate
42,120225,2.2968598023701037,2.8593550129559877,1.7659606213365957,colorado lincoln financial group
42,125626,1.7995810673905657,-1.1260434672313098,1.2991664368247031,welton street investments llc
42,127066,-3.4168762769339867,1.3243896580949657,1.0867560092546915,cbiz accounting tax & advisory
42,140212,2.6433457883438223,0.3600459682888267,0.34768792241309776,jones institutional trading
42,147348,1.855225866009204,2.4164627671805903,-1.9538559298944136,old mutual financial network
42,157412,2.0370017861210825,2.2994957300996077,-2.170139755796414,john hancock mutual life ins co
42,157555,-0.18163208890576013,-2.3195982977283784,0.8939664013349198,grand eagle investment corp
42,167824,2.1652239382404943,2.406374811985969,-2.0431953720603726,barry e kanefsky ins brokers
42,170824,1.4877481097664569,2.5411078880303912,-1.165866100822054,western financial group
42,173995,3.0901592466158774,0.4542760790733553,-0.499158502883738,charters tom
42,174087,1.8032014206331048,3.359604640209542,2.0347292257827148,edward jones - financial advisor: larry de cicco
42,185980,-1.9333031669265568,4.395702870882973,-1.0109196707404238,western insurance group
