cluster_id,item_id,x,y,z,item_name
2,3356,-0.9313564789659512,-1.7287439427313689,-1.9085199863354017,advantage investments llc
2,9297,1.6719295153620013,2.445441599084542,-0.8959125679254661,mobile foundry llc
2,9795,2.201064572126325,-2.7308895330183733,-1.4471200155281567,ryerson enterprises llc
2,9861,1.6536164006721263,2.9461374433908376,-1.3768928563946892,mobile cause/fotf
2,10743,-2.2307608794649516,0.618920110507623,-0.6970208170357653,sparton medical systems colorado llc
2,20404,-3.1157318829632037,-2.058882202140171,-0.5107107690006163,mj freeway llc
2,25004,2.2959145323543293,-2.52916947199746,-1.421055663676916,lindbloom enterprises llc
2,28071,-2.9145431735313747,0.8985449675751233,-0.49878265246055,valley commercial fueling llc
2,35193,0.8858425530643055,-2.5850344529803433,0.3143509208207658,envysion llc
2,35211,0.7771903938997949,-2.9793802617165333,-0.07620088433659103,wideopenwest finance llc
2,35931,-1.7228804674336615,0.4389097248040457,0.4442994687066306,evolve vacation rental network inc
2,36978,2.317944074859603,0.984464495285458,1.6149794996200306,ele international llc
2,38430,-2.0720021856971496,0.5141323746067733,3.330992622429331,kasidie entertainment llc
2,41294,2.335280375248628,1.0310279259773245,1.6619037224276043,spectralink international corp
2,41790,-1.9566219879800901,-1.5680859309307773,-2.4474681554248163,business resources llc
2,41828,0.5705382174233771,-1.738855598933762,0.9623548902750722,business maven llc
2,42293,-0.0009345653068453775,-3.372610659620194,-1.5074890213513972,melonhead llc
2,42405,-2.917067586648109,0.054868850977696185,-1.579059562314691,mc junkin corp
2,42696,-1.4812173065394076,2.06241384764854,-1.4938513135998313,liberty media corp capital
2,48477,-3.431120867083417,-1.084307492284754,-0.2349359819199781,"virgo software, llc"
2,51646,-2.036956932945884,2.735353200263341,-0.8042964840610131,mapoca trading llc
2,54190,0.374871809837889,-1.5202858442624914,-0.5446665682152293,medical stimulation corp
2,54206,2.187297045586269,-0.5049756770750257,-0.6216113357073235,technologies luca llc
2,56298,1.1582749896966984,-1.8916760992193031,1.680743850689382,microbiome therapeutics llc
2,56878,-2.7000758114553998,0.046344753499663965,1.566270668208548,green energy corp.
2,58757,0.19226289644749692,-2.2533982595462585,0.6954439267542718,kpa llc
2,62177,-3.0688648840420694,0.6962026340493985,-0.22453019009210465,koch exploration co llc
2,62411,-1.5979784322981936,1.8949006741797318,-1.092165859617003,echo star corp
2,62415,-1.5833199209555922,1.9140662202705812,-1.1462587796674175,echo star technologies llc
2,62416,-1.852169236977623,1.546416523750911,-0.17445297582999986,dish broadband llc
2,64284,-1.2151646994836844,1.598384600425905,0.06213293567027819,quest corp
2,64334,2.2952157277810135,-0.13836892236173998,-0.5295878967435921,"protonex technology, llc"
2,66479,-1.1104711369837057,0.6824265613860598,1.561079301022677,abacus direct llc
2,68865,-0.8486730181297922,-2.807836101369564,-0.7682188288976364,academy homes ltd
2,70536,-1.991753902917585,-0.7594026649872181,0.20363783632492494,med keeper llc
2,76958,2.3430155917936157,2.3587504340236776,-0.3016421252822635,chesrown chevrolet llc
2,78144,0.8672462306932727,-0.11462412321597296,2.8513788836816065,altigen-cti communications llc
2,90501,2.0473822243288504,-2.6958286263383835,1.0270150585699729,victori llc
2,91688,0.9932232603289699,-0.13075505329036435,2.80654841573839,l-3 communications corp
2,92838,-2.237107929048704,-0.9871161406389628,0.9963163458068282,mapquest
2,92904,-2.0822469926406053,-0.5894059684446284,-1.613292027345157,aegis analytical corp
2,97290,-1.086703022205587,-1.4320092267110025,-1.1271888571524755,dld partners ltd
2,98445,-1.638857657061069,2.0336080018198577,-2.5336732171530567,qwest
2,98462,1.114768928238105,-0.08544328677973767,2.8280035733325746,"qwest communications company, llc"
2,98464,-1.6417550978855249,2.0313856184037067,-2.5246885050719867,qwest
2,102384,-0.2598929753579909,2.571860823937372,1.4173254363875651,"starz, llc"
2,102809,2.7069111190563646,-0.04238684653513014,-0.6158618416206262,porous power technologies llc
2,102811,2.6660548246612983,-0.05167283409902551,-0.6021164026758138,"porous power technologies, llc"
2,102969,1.881596107553983,2.3905536646579986,0.7545025814270725,ge transport llc
2,104234,2.420561048216181,0.003494154934602416,-0.5557031569402618,"sound surgical technologies, llc"
2,106666,-1.4859693604394992,-0.8245670071724593,0.6394687311134447,"web satellite data, llc"
2,107147,-3.7794441891427404,-1.0086096519588643,-0.09139253798835813,"pango software, llc"
2,107503,1.8995530767206352,1.7026328272381213,-0.9035828276315604,corepower yoga llc
2,109449,-0.5662215917960943,-2.3075332923369296,-0.18548880088232625,peace of reef llc
2,109644,-1.4844250684858389,2.0631480774429454,-1.4834977495300177,liberty media corp starz
2,113115,1.7078016603379091,2.4910454433468123,1.5919528696416891,beatport llc
2,113117,1.689722423692803,2.492740332978077,1.5924875842634525,"beatport, llc"
2,113252,-3.2559758671439845,0.5939267851791545,-0.2247118793142938,dow properties llc
2,116695,-0.03421278351827935,-1.5097638598382643,-1.4970140783651766,met llc
2,120334,-1.7947126374872635,1.036418541647242,-0.1842632728048144,crestone telecom
2,120900,-2.784166904196911,1.2539799181150133,-1.7031857843040874,newmont peru llp
2,123735,-2.9092713209168486,1.0172187987056631,-0.488912517933424,lyon oil co llc
2,124285,2.7977144983585003,-2.4163094253456974,0.6025761595135464,bridge pharmaceuticals ltd
2,124528,-0.6347659656939325,-0.3814016578326087,-0.1515124292743088,myriad financial llc
2,124800,-3.2334485528368817,0.6338400512890993,-0.053894816459633864,petral exploration llc
2,125906,-0.16205267680185667,-1.1953215528449002,1.8541263194933784,gateway chb ltd
